Column1,EPISODE_ID,EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,END_DATE_TIME,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,FLOOD_CAUSE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
5706,160150,967928,TEXAS,2021,June,Flash Flood,6/3/21 17:55,10.00K,0.00K,Law Enforcement,Heavy Rain,SW,BEEVILLE,1,BEEVILLE MUNI ARPT,28.3591,-97.7965,28.3717,-97.8098,"An upper level disturbance moving into the Hill Country interacted with deep moisture over south Texas to produce a line of thunderstorms during the afternoon of the 3rd.|As the storms moved across south Texas, locally heavy rainfall occurred with 3 to 5 inches of rainfall from Alice to Beeville. The heavy rainfall produced flash flooding, causing some roads to be closed.",Water was over the road on Highway 59 southwest of Beeville.,CSV
5834,156386,944340,TENNESSEE,2021,February,Flash Flood,2/28/21 21:14,50.00K,0.00K,Trained Spotter,Heavy Rain,W,OAKFIELD,1,LAWRENCE,35.7191,-88.8079,35.6699,-88.791,A cold front pushed into an unstable and very moist airmass to produce numerous showers and thunderstorms north of Interstate 40 during the afternoon of February 28th. Storms eventually evolved into a line and pushed southeast across the Mid-South. A few severe storms occurred. Heavy rainfall over already saturated soils resulting in some flash flooding.,The Highway 45 Bypass and other roads around the county were flooded.,CSV
5987,157233,952848,KENTUCKY,2021,April,Flash Flood,4/28/21 21:00,5.00K,0.00K,Emergency Manager,Heavy Rain,NW,GRANT,2,GRANT,38.3372,-82.8429,38.3375,-82.8578,"A weak disturbance crossed through the Ohio Valley on the evening of April 28th. Ahead of this disturbance, abnormally warm temperatures coupled with high moisture content were in place to aid in shower and thunderstorm develop that evening. In eastern Kentucky a local weather station recorded around 2.8 inches of rain had fallen that evening, which ultimately led to a few instances of flash flooding between the town of Grayson and Rush, especially along Route 60. A local water rescue was conducted after a vehicle became swept up by the quickly rising water from Wilson Creek.",Route 60 became flooded between Grayson and Rush due to heavy rainfall. A water rescue was conducted along Wilson Creek after a vehicle became submerged by the quickly rising water.,CSV
6304,156386,944339,TENNESSEE,2021,February,Flash Flood,2/28/21 21:30,100.00K,0.00K,Emergency Manager,Heavy Rain,NNW,HARRIS,2,CROCKETT,36.4684,-88.9563,36.285,-89.0693,A cold front pushed into an unstable and very moist airmass to produce numerous showers and thunderstorms north of Interstate 40 during the afternoon of February 28th. Storms eventually evolved into a line and pushed southeast across the Mid-South. A few severe storms occurred. Heavy rainfall over already saturated soils resulting in some flash flooding.,Over four inches of rain fell in Union City since midnight. Several roads were washed out in Union City. Several roads were closed across the county. Cleve Duke Road was flooded southwest of Hornbeak. Water was up to the car doors in some areas.,CSV
6385,157659,953152,TEXAS,2021,April,Flash Flood,4/30/21 23:20,10.00K,0.00K,Public,Heavy Rain,N,FLOUR BLUFF,1,FLOUR BLUFF,27.67,-97.28,27.6803,-97.2779,Thunderstorms occurred over the metro area of Corpus Christi during the late evening of the 30th. The storms produced very heavy rainfall that lead to flash flooding over portions of the city.,Streets near HEB in Flour Bluff along with nearby streets were flooded with several cars stranded.,CSV
6733,157890,955272,MISSOURI,2021,April,Flash Flood,4/28/21 16:00,10.00K,0.00K,Law Enforcement,Heavy Rain,SW,SPOKANE,4,SPOKANE,36.83,-93.34,36.8268,-93.3419,"Heavy rain developed over southern Missouri on the night of the 27th and continued through the evening of the 28th as a slow moving cold front moved across the region and interacted with a moist and unstable airmass over the region. Several inches of rain fell in a short period of time during the early morning of the 28th and led to flash flooding in Reeds Spring and at Roaring River State Park, where numerous campers were evacuated. Between 1.50 and 5 inches of rain fell across much of the Ozarks in a 24 hour period. Some readings indicated that as much as 2.5 inches of rain fell in about a 30 minute period In Barry and Stone Counties. In addition to the flooding, several brief tornadoes occurred in Barry, Christian and Douglas Counties.",Water was reported in several homes near Highways 176 and 160. No significant damage was reported.,CSV
6853,157910,954518,TEXAS,2021,May,Flash Flood,5/15/21 21:00,0.50K,0.00K,Social Media,Heavy Rain,SW,SEAGRAVES,6,SEAGRAVES,32.8756,-102.6336,32.8787,-102.6365,"An upper level trough was centered over California and Nevada. A dryline was present across West Texas. High moisture and instability were present east of the dryline. High wind shear was also across the area. Upper level disturbances moved over the area which helped to increase atmospheric lift. These conditions resulted in thunderstorms with hail, strong winds, and flash flooding across West Texas.",Heavy rain fell across Gaines County and produced flash flooding. There was one to two feet of flowing water across US Highway 62.,CSV
7616,158892,960530,LOUISIANA,2021,May,Flash Flood,5/17/21 20:22,3.00K,0.00K,Public,Heavy Rain,SSE,INNISWOLD,1,NESSER,30.4103,-91.0661,30.4031,-91.0665,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",Report of water entering at least one home near Jefferson and Airline highways.,CSV
7836,155544,938498,KENTUCKY,2021,February,Flash Flood,2/28/21 23:59,15.00K,0.00K,Trained Spotter,Heavy Rain,SSW,MARETBURG,1,MARETBURG,37.3447,-84.3828,37.3453,-84.387,"Several rounds of heavy rain moved across eastern Kentucky from late Friday, February 26th through early Monday, March 1st.  The combination of all the heavy rainfall led to significant flooding across a good portion of central and east Kentucky.  For some areas, this was the most significant flooding in the last 50 to 60 years, or more. FEMA estimates that this event cost $350-400 million dollars in damages, including both individual and public infrastructure. This is now the costliest event in Kentucky to date. ||The first round of heavy rain came through on the morning of Saturday, February 27th.  This early rainfall targeted areas along the Hal Rogers Parkway, including Laurel, Clay, Perry, and Knott counties. Flash flooding let to some closed roads for a short time in these areas.  ||The second round of rainfall occurred late Saturday night as a warm front lifted northward across east Kentucky. The heavy rain stalled out over portions of Powell and Menifee Counties, leading to flash flooding into the early morning hours of Sunday.||Finally, the third round of heavy rain started late Sunday afternoon and continued through Sunday night. Given that much of the area had already received significant amounts of rain from the past two events, the ground was very saturated, and this last round caused widespread flash flooding across much of east Kentucky. As water made it's way to the larger creeks and rivers, these began to flood as well. River levels on the Kentucky river were some of the highest readings ever recorded, namely at Booneville and Ravenna. Clay City, Heidelberg, Jackson, Paintsville, and Salyersville also saw significant river flooding of which hadn't been seen in 40 to 50 years.  ||The periods of heavy rain and flooding led to numerous water rescues and mud/rock slides.  Many areas were cut off or blocked due to the flooding.  Power outages were also noted and reached as high as 12,000 during the peak of the flash flooding Sunday night.",A water rescue is underway on Freedom School Road. A person is trapped in their car surrounded by flood waters.,CSV
7844,158892,960529,LOUISIANA,2021,May,Flash Flood,5/17/21 22:20,5.00K,0.00K,Emergency Manager,Heavy Rain,NNE,ARLINGTON,2,ARLINGTON,30.3617,-91.077,30.3557,-91.0808,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",Report of St. George Fire Department conducting a high water rescue from a home in St. George.,CSV
8074,155544,938244,KENTUCKY,2021,February,Flash Flood,2/28/21 21:15,50.00K,0.00K,NWS Employee,Heavy Rain,ESE,WILHURST,2,WILHURST,37.6283,-83.4108,37.651,-83.4122,"Several rounds of heavy rain moved across eastern Kentucky from late Friday, February 26th through early Monday, March 1st.  The combination of all the heavy rainfall led to significant flooding across a good portion of central and east Kentucky.  For some areas, this was the most significant flooding in the last 50 to 60 years, or more. FEMA estimates that this event cost $350-400 million dollars in damages, including both individual and public infrastructure. This is now the costliest event in Kentucky to date. ||The first round of heavy rain came through on the morning of Saturday, February 27th.  This early rainfall targeted areas along the Hal Rogers Parkway, including Laurel, Clay, Perry, and Knott counties. Flash flooding let to some closed roads for a short time in these areas.  ||The second round of rainfall occurred late Saturday night as a warm front lifted northward across east Kentucky. The heavy rain stalled out over portions of Powell and Menifee Counties, leading to flash flooding into the early morning hours of Sunday.||Finally, the third round of heavy rain started late Sunday afternoon and continued through Sunday night. Given that much of the area had already received significant amounts of rain from the past two events, the ground was very saturated, and this last round caused widespread flash flooding across much of east Kentucky. As water made it's way to the larger creeks and rivers, these began to flood as well. River levels on the Kentucky river were some of the highest readings ever recorded, namely at Booneville and Ravenna. Clay City, Heidelberg, Jackson, Paintsville, and Salyersville also saw significant river flooding of which hadn't been seen in 40 to 50 years.  ||The periods of heavy rain and flooding led to numerous water rescues and mud/rock slides.  Many areas were cut off or blocked due to the flooding.  Power outages were also noted and reached as high as 12,000 during the peak of the flash flooding Sunday night.",Multiple side streets have at least 6 inches of water flowing over them in the Vancleve Community. Water is now surrounding houses and getting into garages.,CSV
8077,158892,960533,LOUISIANA,2021,May,Flash Flood,5/17/21 21:07,3.00K,0.00K,Social Media,Heavy Rain,W,FOREMAN,2,FOREMAN,30.3646,-91.055,30.3625,-91.0477,"In the overnight hours on May 17th into the early morning on May 18th, a cluster of slow moving severe thunderstorms associated with a weak mid-level disturbance drifted east across southeastern Louisiana. Ample overnight instability and weak steering flow resulted in damaging wind gusts, flash flooding and a few isolated weak tornadoes.",Report of water in a home near the intersection of Perkins Road and Pecue Lane.,CSV
8128,158973,961399,TEXAS,2021,May,Flash Flood,5/17/21 11:26,100.00K,0.00K,Public,Heavy Rain,N,LAKEVIEW,1,CENTRAL HGTS,29.9366,-93.8971,30.0087,-93.9601,A weak cold front moved into the area and stalled. Areas of heavy rain occurred in Southeast Texas resulting in flooding.,Heavy rain around Port Arthur and surrounding communities caused numerous roads to be flooded. Water over 3 feet deep was reported at one underpass. Several cars were also reported to be flooded out in Groves.,CSV
8129,158930,961426,LOUISIANA,2021,May,Flash Flood,5/17/21 21:00,30.00K,0.00K,Broadcast Media,Heavy Rain,NW,MAURICE,12,MAURICE,30.1233,-92.1345,30.2727,-92.0199,A cold front moved in and stalled while multiple upper level disturbances moved through. High moisture levels and ample lift provided a few days of flooding and severe thunderstorms.,Heavy rain produced flooding in northeast Vermilion Parish into the city of Lafayette. Several streets were flooded around the community of Maurice where a driver ran off the road. The motorist was found the next day in the ditch near his car.,CSV
